visit_id,cce_type,available,functional
KD-152-R6,GioStyle (4L),No,
KD-152-R6,Rush (3L),No,
KD-152-R6,Ice Packs,Yes,No
KD-153-R1,Solar Refrigerators and Freezers,No,
KD-153-R1,Refrigerators,No,
KD-153-R1,Temperature Monitoring Devices,Yes,Yes
KD-153-R1,Cold Boxes (6L),Yes,Yes
KD-153-R1,GioStyle (4L),No,
KD-153-R1,Rush (3L),No,
KD-153-R1,Ice Packs,Yes,Yes
KD-153-R2,Solar Refrigerators and Freezers,No,
KD-153-R2,Refrigerators,No,
KD-153-R2,Temperature Monitoring Devices,Yes,Yes
KD-153-R2,Cold Boxes (6L),Yes,Yes
KD-153-R2,GioStyle (4L),No,
KD-153-R2,Rush (3L),No,
KD-153-R2,Ice Packs,Yes,Yes
KD-153-R3,Solar Refrigerators and Freezers,No,
KD-153-R3,Refrigerators,No,
KD-153-R3,Temperature Monitoring Devices,Yes,Yes
KD-153-R3,Cold Boxes (6L),Yes,Yes
KD-153-R3,GioStyle (4L),No,
KD-153-R3,Rush (3L),No,
KD-153-R3,Ice Packs,Yes,Yes
KD-153-R4,Solar Refrigerators and Freezers,No,
KD-153-R4,Refrigerators,No,
KD-153-R4,Temperature Monitoring Devices,Yes,Yes
KD-153-R4,Cold Boxes (6L),Yes,Yes
KD-153-R4,GioStyle (4L),No,
KD-153-R4,Rush (3L),No,
KD-153-R4,Ice Packs,Yes,Yes
KD-153-R5,Solar Refrigerators and Freezers,No,
KD-153-R5,Refrigerators,No,
KD-153-R5,Temperature Monitoring Devices,Yes,Yes
KD-153-R5,Cold Boxes (6L),Yes,Yes
KD-153-R5,GioStyle (4L),No,
KD-153-R5,Rush (3L),No,
KD-153-R5,Ice Packs,Yes,Yes
KD-153-R6,Solar Refrigerators and Freezers,No,
KD-153-R6,Refrigerators,No,
KD-153-R6,Temperature Monitoring Devices,Yes,Yes
KD-153-R6,Cold Boxes (6L),Yes,Yes
KD-153-R6,GioStyle (4L),No,
KD-153-R6,Rush (3L),No,
KD-153-R6,Ice Packs,Yes,Yes
KD-154-R1,Solar Refrigerators and Freezers,No,
KD-154-R1,Refrigerators,No,
KD-154-R1,Temperature Monitoring Devices,Yes,Yes
KD-154-R1,Cold Boxes (6L),Yes,Yes
KD-154-R1,GioStyle (4L),Yes,Yes
KD-154-R1,Rush (3L),No,
KD-154-R1,Ice Packs,Yes,Yes
KD-154-R2,Solar Refrigerators and Freezers,No,
KD-154-R2,Refrigerators,No,
KD-154-R2,Temperature Monitoring Devices,Yes,Yes
KD-154-R2,Cold Boxes (6L),Yes,Yes
KD-154-R2,GioStyle (4L),Yes,Yes
KD-154-R2,Rush (3L),No,
KD-154-R2,Ice Packs,Yes,Yes
KD-154-R3,Solar Refrigerators and Freezers,No,
KD-154-R3,Refrigerators,No,
KD-154-R3,Temperature Monitoring Devices,Yes,Yes
KD-154-R3,Cold Boxes (6L),Yes,Yes
KD-154-R3,GioStyle (4L),Yes,Yes
KD-154-R3,Rush (3L),No,
KD-154-R3,Ice Packs,Yes,Yes
KD-154-R4,Solar Refrigerators and Freezers,No,
KD-154-R4,Refrigerators,No,
KD-154-R4,Temperature Monitoring Devices,Yes,Yes
KD-154-R4,Cold Boxes (6L),Yes,Yes
KD-154-R4,GioStyle (4L),Yes,Yes
KD-154-R4,Rush (3L),No,
KD-154-R4,Ice Packs,Yes,Yes
KD-154-R5,Solar Refrigerators and Freezers,No,
KD-154-R5,Refrigerators,No,
KD-154-R5,Temperature Monitoring Devices,Yes,Yes
KD-154-R5,Cold Boxes (6L),Yes,No
KD-154-R5,GioStyle (4L),Yes,Yes
KD-154-R5,Rush (3L),No,
KD-154-R5,Ice Packs,Yes,No
KD-154-R6,Solar Refrigerators and Freezers,No,
KD-154-R6,Refrigerators,No,
KD-154-R6,Temperature Monitoring Devices,Yes,Yes
KD-154-R6,Cold Boxes (6L),Yes,Yes
KD-154-R6,GioStyle (4L),Yes,No
KD-154-R6,Rush (3L),No,
KD-154-R6,Ice Packs,Yes,Yes
KD-155-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-155-R1,Refrigerators,No,
KD-155-R1,Temperature Monitoring Devices,Yes,Yes
KD-155-R1,Cold Boxes (6L),No,
KD-155-R1,GioStyle (4L),No,
KD-155-R1,Rush (3L),Yes,Yes
KD-155-R1,Ice Packs,Yes,Yes
KD-155-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-155-R2,Refrigerators,No,
KD-155-R2,Temperature Monitoring Devices,Yes,Yes
KD-155-R2,Cold Boxes (6L),No,
KD-155-R2,GioStyle (4L),No,
KD-155-R2,Rush (3L),Yes,Yes
KD-155-R2,Ice Packs,Yes,Yes
KD-155-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-155-R3,Refrigerators,No,
KD-155-R3,Temperature Monitoring Devices,Yes,Yes
KD-155-R3,Cold Boxes (6L),No,
KD-155-R3,GioStyle (4L),No,
KD-155-R3,Rush (3L),Yes,Yes
KD-155-R3,Ice Packs,Yes,Yes
KD-155-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-155-R4,Refrigerators,No,
KD-155-R4,Temperature Monitoring Devices,Yes,Yes
KD-155-R4,Cold Boxes (6L),No,
KD-155-R4,GioStyle (4L),No,
KD-155-R4,Rush (3L),Yes,Yes
KD-155-R4,Ice Packs,Yes,Yes
KD-155-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-155-R5,Refrigerators,No,
KD-155-R5,Temperature Monitoring Devices,Yes,No
KD-155-R5,Cold Boxes (6L),No,
KD-155-R5,GioStyle (4L),No,
KD-155-R5,Rush (3L),Yes,Yes
KD-155-R5,Ice Packs,Yes,Yes
KD-155-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-155-R6,Refrigerators,No,
KD-155-R6,Temperature Monitoring Devices,Yes,No
KD-155-R6,Cold Boxes (6L),No,
KD-155-R6,GioStyle (4L),No,
KD-155-R6,Rush (3L),Yes,Yes
KD-155-R6,Ice Packs,Yes,Yes
KD-156-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-156-R1,Refrigerators,No,
KD-156-R1,Temperature Monitoring Devices,Yes,Yes
KD-156-R1,Cold Boxes (6L),No,
KD-156-R1,GioStyle (4L),Yes,Yes
KD-156-R1,Rush (3L),No,
KD-156-R1,Ice Packs,Yes,Yes
KD-156-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-156-R2,Refrigerators,No,
KD-156-R2,Temperature Monitoring Devices,Yes,Yes
KD-156-R2,Cold Boxes (6L),No,
KD-156-R2,GioStyle (4L),Yes,No
KD-156-R2,Rush (3L),No,
KD-156-R2,Ice Packs,Yes,Yes
KD-156-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-156-R3,Refrigerators,No,
KD-156-R3,Temperature Monitoring Devices,Yes,Yes
KD-156-R3,Cold Boxes (6L),No,
KD-156-R3,GioStyle (4L),Yes,No
KD-156-R3,Rush (3L),No,
KD-156-R3,Ice Packs,Yes,Yes
KD-156-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-156-R4,Refrigerators,No,
KD-156-R4,Temperature Monitoring Devices,Yes,Yes
KD-156-R4,Cold Boxes (6L),No,
KD-156-R4,GioStyle (4L),Yes,Yes
KD-156-R4,Rush (3L),No,
KD-156-R4,Ice Packs,Yes,Yes
KD-156-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-156-R5,Refrigerators,No,
KD-156-R5,Temperature Monitoring Devices,Yes,Yes
KD-156-R5,Cold Boxes (6L),No,
KD-156-R5,GioStyle (4L),Yes,Yes
KD-156-R5,Rush (3L),No,
KD-156-R5,Ice Packs,Yes,Yes
KD-156-R6,Solar Refrigerators and Freezers,Yes,No
KD-156-R6,Refrigerators,No,
KD-156-R6,Temperature Monitoring Devices,Yes,Yes
KD-156-R6,Cold Boxes (6L),No,
KD-156-R6,GioStyle (4L),Yes,Yes
KD-156-R6,Rush (3L),No,
KD-156-R6,Ice Packs,Yes,Yes
KD-157-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-157-R1,Refrigerators,No,
KD-157-R1,Temperature Monitoring Devices,No,
KD-157-R1,Cold Boxes (6L),No,
KD-157-R1,GioStyle (4L),No,
KD-157-R1,Rush (3L),No,
KD-157-R1,Ice Packs,Yes,Yes
KD-157-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-157-R2,Refrigerators,No,
KD-157-R2,Temperature Monitoring Devices,No,
KD-157-R2,Cold Boxes (6L),No,
KD-157-R2,GioStyle (4L),No,
KD-157-R2,Rush (3L),No,
KD-157-R2,Ice Packs,Yes,No
KD-157-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-157-R3,Refrigerators,No,
KD-157-R3,Temperature Monitoring Devices,No,
KD-157-R3,Cold Boxes (6L),No,
KD-157-R3,GioStyle (4L),No,
KD-157-R3,Rush (3L),No,
KD-157-R3,Ice Packs,Yes,Yes
KD-157-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-157-R4,Refrigerators,No,
KD-157-R4,Temperature Monitoring Devices,No,
KD-157-R4,Cold Boxes (6L),No,
KD-157-R4,GioStyle (4L),No,
KD-157-R4,Rush (3L),No,
KD-157-R4,Ice Packs,Yes,Yes
KD-157-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-157-R5,Refrigerators,No,
KD-157-R5,Temperature Monitoring Devices,No,
KD-157-R5,Cold Boxes (6L),No,
KD-157-R5,GioStyle (4L),No,
KD-157-R5,Rush (3L),No,
KD-157-R5,Ice Packs,Yes,Yes
KD-157-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-157-R6,Refrigerators,No,
KD-157-R6,Temperature Monitoring Devices,No,
KD-157-R6,Cold Boxes (6L),No,
KD-157-R6,GioStyle (4L),No,
KD-157-R6,Rush (3L),No,
KD-157-R6,Ice Packs,Yes,No
KD-158-R1,Solar Refrigerators and Freezers,No,
KD-158-R1,Refrigerators,No,
KD-158-R1,Temperature Monitoring Devices,Yes,Yes
KD-158-R1,Cold Boxes (6L),Yes,Yes
KD-158-R1,GioStyle (4L),No,
KD-158-R1,Rush (3L),No,
KD-158-R1,Ice Packs,Yes,Yes
KD-158-R2,Solar Refrigerators and Freezers,No,
KD-158-R2,Refrigerators,No,
KD-158-R2,Temperature Monitoring Devices,Yes,Yes
KD-158-R2,Cold Boxes (6L),Yes,Yes
KD-158-R2,GioStyle (4L),No,
KD-158-R2,Rush (3L),No,
KD-158-R2,Ice Packs,Yes,No
KD-158-R3,Solar Refrigerators and Freezers,No,
KD-158-R3,Refrigerators,No,
KD-158-R3,Temperature Monitoring Devices,Yes,Yes
KD-158-R3,Cold Boxes (6L),Yes,Yes
KD-158-R3,GioStyle (4L),No,
KD-158-R3,Rush (3L),No,
KD-158-R3,Ice Packs,Yes,Yes
KD-158-R4,Solar Refrigerators and Freezers,No,
KD-158-R4,Refrigerators,No,
KD-158-R4,Temperature Monitoring Devices,Yes,Yes
KD-158-R4,Cold Boxes (6L),Yes,Yes
KD-158-R4,GioStyle (4L),No,
KD-158-R4,Rush (3L),No,
KD-158-R4,Ice Packs,Yes,Yes
KD-158-R5,Solar Refrigerators and Freezers,No,
KD-158-R5,Refrigerators,No,
KD-158-R5,Temperature Monitoring Devices,Yes,Yes
KD-158-R5,Cold Boxes (6L),Yes,Yes
KD-158-R5,GioStyle (4L),No,
KD-158-R5,Rush (3L),No,
KD-158-R5,Ice Packs,Yes,No
KD-158-R6,Solar Refrigerators and Freezers,No,
KD-158-R6,Refrigerators,No,
KD-158-R6,Temperature Monitoring Devices,Yes,Yes
KD-158-R6,Cold Boxes (6L),Yes,Yes
KD-158-R6,GioStyle (4L),No,
KD-158-R6,Rush (3L),No,
KD-158-R6,Ice Packs,Yes,Yes
KD-159-R1,Solar Refrigerators and Freezers,No,
KD-159-R1,Refrigerators,No,
KD-159-R1,Temperature Monitoring Devices,Yes,Yes
KD-159-R1,Cold Boxes (6L),Yes,Yes
KD-159-R1,GioStyle (4L),No,
KD-159-R1,Rush (3L),Yes,Yes
KD-159-R1,Ice Packs,Yes,Yes
KD-159-R2,Solar Refrigerators and Freezers,No,
KD-159-R2,Refrigerators,No,
KD-159-R2,Temperature Monitoring Devices,Yes,Yes
KD-159-R2,Cold Boxes (6L),Yes,Yes
KD-159-R2,GioStyle (4L),No,
KD-159-R2,Rush (3L),Yes,Yes
KD-159-R2,Ice Packs,Yes,Yes
KD-159-R3,Solar Refrigerators and Freezers,No,
KD-159-R3,Refrigerators,No,
KD-159-R3,Temperature Monitoring Devices,Yes,Yes
KD-159-R3,Cold Boxes (6L),Yes,No
KD-159-R3,GioStyle (4L),No,
KD-159-R3,Rush (3L),Yes,Yes
KD-159-R3,Ice Packs,Yes,Yes
KD-159-R4,Solar Refrigerators and Freezers,No,
KD-159-R4,Refrigerators,No,
KD-159-R4,Temperature Monitoring Devices,Yes,No
KD-159-R4,Cold Boxes (6L),Yes,Yes
KD-159-R4,GioStyle (4L),No,
KD-159-R4,Rush (3L),Yes,No
KD-159-R4,Ice Packs,Yes,Yes
KD-159-R5,Solar Refrigerators and Freezers,No,
KD-159-R5,Refrigerators,No,
KD-159-R5,Temperature Monitoring Devices,Yes,Yes
KD-159-R5,Cold Boxes (6L),Yes,Yes
KD-159-R5,GioStyle (4L),No,
KD-159-R5,Rush (3L),Yes,Yes
KD-159-R5,Ice Packs,Yes,Yes
KD-159-R6,Solar Refrigerators and Freezers,No,
KD-159-R6,Refrigerators,No,
KD-159-R6,Temperature Monitoring Devices,Yes,Yes
KD-159-R6,Cold Boxes (6L),Yes,Yes
KD-159-R6,GioStyle (4L),No,
KD-159-R6,Rush (3L),Yes,Yes
KD-159-R6,Ice Packs,Yes,Yes
KD-160-R1,Solar Refrigerators and Freezers,No,
KD-160-R1,Refrigerators,Yes,Yes
KD-160-R1,Temperature Monitoring Devices,No,
KD-160-R1,Cold Boxes (6L),Yes,Yes
KD-160-R1,GioStyle (4L),Yes,Yes
KD-160-R1,Rush (3L),No,
KD-160-R1,Ice Packs,Yes,Yes
KD-160-R2,Solar Refrigerators and Freezers,No,
KD-160-R2,Refrigerators,Yes,Yes
KD-160-R2,Temperature Monitoring Devices,No,
KD-160-R2,Cold Boxes (6L),Yes,No
KD-160-R2,GioStyle (4L),Yes,Yes
KD-160-R2,Rush (3L),No,
KD-160-R2,Ice Packs,Yes,Yes
KD-160-R3,Solar Refrigerators and Freezers,No,
KD-160-R3,Refrigerators,Yes,Yes
KD-160-R3,Temperature Monitoring Devices,No,
KD-160-R3,Cold Boxes (6L),Yes,Yes
KD-160-R3,GioStyle (4L),Yes,Yes
KD-160-R3,Rush (3L),No,
KD-160-R3,Ice Packs,Yes,Yes
KD-160-R4,Solar Refrigerators and Freezers,No,
KD-160-R4,Refrigerators,Yes,Yes
KD-160-R4,Temperature Monitoring Devices,No,
KD-160-R4,Cold Boxes (6L),Yes,No
KD-160-R4,GioStyle (4L),Yes,Yes
KD-160-R4,Rush (3L),No,
KD-160-R4,Ice Packs,Yes,Yes
KD-160-R5,Solar Refrigerators and Freezers,No,
KD-160-R5,Refrigerators,Yes,Yes
KD-160-R5,Temperature Monitoring Devices,No,
KD-160-R5,Cold Boxes (6L),Yes,Yes
KD-160-R5,GioStyle (4L),Yes,No
KD-160-R5,Rush (3L),No,
KD-160-R5,Ice Packs,Yes,Yes
KD-160-R6,Solar Refrigerators and Freezers,No,
KD-160-R6,Refrigerators,Yes,Yes
KD-160-R6,Temperature Monitoring Devices,No,
KD-160-R6,Cold Boxes (6L),Yes,Yes
KD-160-R6,GioStyle (4L),Yes,Yes
KD-160-R6,Rush (3L),No,
KD-160-R6,Ice Packs,Yes,Yes
KD-161-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-161-R1,Refrigerators,Yes,Yes
KD-161-R1,Temperature Monitoring Devices,Yes,Yes
KD-161-R1,Cold Boxes (6L),Yes,Yes
KD-161-R1,GioStyle (4L),No,
KD-161-R1,Rush (3L),No,
KD-161-R1,Ice Packs,No,
KD-161-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-161-R2,Refrigerators,Yes,Yes
KD-161-R2,Temperature Monitoring Devices,Yes,Yes
KD-161-R2,Cold Boxes (6L),Yes,Yes
KD-161-R2,GioStyle (4L),No,
KD-161-R2,Rush (3L),No,
KD-161-R2,Ice Packs,No,
KD-161-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-161-R3,Refrigerators,Yes,Yes
KD-161-R3,Temperature Monitoring Devices,Yes,Yes
KD-161-R3,Cold Boxes (6L),Yes,Yes
KD-161-R3,GioStyle (4L),No,
KD-161-R3,Rush (3L),No,
KD-161-R3,Ice Packs,No,
KD-161-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-161-R4,Refrigerators,Yes,Yes
KD-161-R4,Temperature Monitoring Devices,Yes,Yes
KD-161-R4,Cold Boxes (6L),Yes,Yes
KD-161-R4,GioStyle (4L),No,
KD-161-R4,Rush (3L),No,
KD-161-R4,Ice Packs,No,
KD-161-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-161-R5,Refrigerators,Yes,Yes
KD-161-R5,Temperature Monitoring Devices,Yes,Yes
KD-161-R5,Cold Boxes (6L),Yes,Yes
KD-161-R5,GioStyle (4L),No,
KD-161-R5,Rush (3L),No,
KD-161-R5,Ice Packs,No,
KD-161-R6,Solar Refrigerators and Freezers,Yes,No
KD-161-R6,Refrigerators,Yes,Yes
KD-161-R6,Temperature Monitoring Devices,Yes,Yes
KD-161-R6,Cold Boxes (6L),Yes,Yes
KD-161-R6,GioStyle (4L),No,
KD-161-R6,Rush (3L),No,
KD-161-R6,Ice Packs,No,
KD-162-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-162-R1,Refrigerators,Yes,Yes
KD-162-R1,Temperature Monitoring Devices,Yes,Yes
KD-162-R1,Cold Boxes (6L),Yes,Yes
KD-162-R1,GioStyle (4L),Yes,Yes
KD-162-R1,Rush (3L),No,
KD-162-R1,Ice Packs,Yes,Yes
KD-162-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-162-R2,Refrigerators,Yes,Yes
KD-162-R2,Temperature Monitoring Devices,Yes,Yes
KD-162-R2,Cold Boxes (6L),Yes,Yes
KD-162-R2,GioStyle (4L),Yes,Yes
KD-162-R2,Rush (3L),No,
KD-162-R2,Ice Packs,Yes,Yes
KD-162-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-162-R3,Refrigerators,Yes,Yes
KD-162-R3,Temperature Monitoring Devices,Yes,Yes
KD-162-R3,Cold Boxes (6L),Yes,No
KD-162-R3,GioStyle (4L),Yes,Yes
KD-162-R3,Rush (3L),No,
KD-162-R3,Ice Packs,Yes,Yes
KD-162-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-162-R4,Refrigerators,Yes,No
KD-162-R4,Temperature Monitoring Devices,Yes,Yes
KD-162-R4,Cold Boxes (6L),Yes,Yes
KD-162-R4,GioStyle (4L),Yes,Yes
KD-162-R4,Rush (3L),No,
KD-162-R4,Ice Packs,Yes,Yes
KD-162-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-162-R5,Refrigerators,Yes,No
KD-162-R5,Temperature Monitoring Devices,Yes,Yes
KD-162-R5,Cold Boxes (6L),Yes,Yes
KD-162-R5,GioStyle (4L),Yes,Yes
KD-162-R5,Rush (3L),No,
KD-162-R5,Ice Packs,Yes,No
KD-162-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-162-R6,Refrigerators,Yes,Yes
KD-162-R6,Temperature Monitoring Devices,Yes,Yes
KD-162-R6,Cold Boxes (6L),Yes,Yes
KD-162-R6,GioStyle (4L),Yes,No
KD-162-R6,Rush (3L),No,
KD-162-R6,Ice Packs,Yes,Yes
KD-163-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-163-R1,Refrigerators,Yes,Yes
KD-163-R1,Temperature Monitoring Devices,Yes,Yes
KD-163-R1,Cold Boxes (6L),Yes,Yes
KD-163-R1,GioStyle (4L),Yes,Yes
KD-163-R1,Rush (3L),No,
KD-163-R1,Ice Packs,Yes,Yes
KD-163-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-163-R2,Refrigerators,Yes,Yes
KD-163-R2,Temperature Monitoring Devices,Yes,No
KD-163-R2,Cold Boxes (6L),Yes,Yes
KD-163-R2,GioStyle (4L),Yes,Yes
KD-163-R2,Rush (3L),No,
KD-163-R2,Ice Packs,Yes,Yes
KD-163-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-163-R3,Refrigerators,Yes,Yes
KD-163-R3,Temperature Monitoring Devices,Yes,Yes
KD-163-R3,Cold Boxes (6L),Yes,Yes
KD-163-R3,GioStyle (4L),Yes,Yes
KD-163-R3,Rush (3L),No,
KD-163-R3,Ice Packs,Yes,Yes
KD-163-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-163-R4,Refrigerators,Yes,Yes
KD-163-R4,Temperature Monitoring Devices,Yes,Yes
KD-163-R4,Cold Boxes (6L),Yes,Yes
KD-163-R4,GioStyle (4L),Yes,Yes
KD-163-R4,Rush (3L),No,
KD-163-R4,Ice Packs,Yes,Yes
KD-163-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-163-R5,Refrigerators,Yes,Yes
KD-163-R5,Temperature Monitoring Devices,Yes,Yes
KD-163-R5,Cold Boxes (6L),Yes,Yes
KD-163-R5,GioStyle (4L),Yes,No
KD-163-R5,Rush (3L),No,
KD-163-R5,Ice Packs,Yes,Yes
KD-163-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-163-R6,Refrigerators,Yes,Yes
KD-163-R6,Temperature Monitoring Devices,Yes,Yes
KD-163-R6,Cold Boxes (6L),Yes,Yes
KD-163-R6,GioStyle (4L),Yes,No
KD-163-R6,Rush (3L),No,
KD-163-R6,Ice Packs,Yes,No
KD-164-R1,Solar Refrigerators and Freezers,No,
KD-164-R1,Refrigerators,No,
KD-164-R1,Temperature Monitoring Devices,No,
KD-164-R1,Cold Boxes (6L),No,
KD-164-R1,GioStyle (4L),No,
KD-164-R1,Rush (3L),No,
KD-164-R1,Ice Packs,No,
KD-164-R2,Solar Refrigerators and Freezers,No,
KD-164-R2,Refrigerators,No,
KD-164-R2,Temperature Monitoring Devices,No,
KD-164-R2,Cold Boxes (6L),No,
KD-164-R2,GioStyle (4L),No,
KD-164-R2,Rush (3L),No,
KD-164-R2,Ice Packs,No,
KD-164-R3,Solar Refrigerators and Freezers,No,
KD-164-R3,Refrigerators,No,
KD-164-R3,Temperature Monitoring Devices,No,
KD-164-R3,Cold Boxes (6L),No,
KD-164-R3,GioStyle (4L),No,
KD-164-R3,Rush (3L),No,
KD-164-R3,Ice Packs,No,
KD-164-R4,Solar Refrigerators and Freezers,No,
KD-164-R4,Refrigerators,No,
KD-164-R4,Temperature Monitoring Devices,No,
KD-164-R4,Cold Boxes (6L),No,
KD-164-R4,GioStyle (4L),No,
KD-164-R4,Rush (3L),No,
KD-164-R4,Ice Packs,No,
KD-164-R5,Solar Refrigerators and Freezers,No,
KD-164-R5,Refrigerators,No,
KD-164-R5,Temperature Monitoring Devices,No,
KD-164-R5,Cold Boxes (6L),No,
KD-164-R5,GioStyle (4L),No,
KD-164-R5,Rush (3L),No,
KD-164-R5,Ice Packs,No,
KD-164-R6,Solar Refrigerators and Freezers,No,
KD-164-R6,Refrigerators,No,
KD-164-R6,Temperature Monitoring Devices,No,
KD-164-R6,Cold Boxes (6L),No,
KD-164-R6,GioStyle (4L),No,
KD-164-R6,Rush (3L),No,
KD-164-R6,Ice Packs,No,
KD-165-R1,Solar Refrigerators and Freezers,No,
KD-165-R1,Refrigerators,No,
KD-165-R1,Temperature Monitoring Devices,Yes,Yes
KD-165-R1,Cold Boxes (6L),Yes,Yes
KD-165-R1,GioStyle (4L),No,
KD-165-R1,Rush (3L),No,
KD-165-R1,Ice Packs,Yes,Yes
KD-165-R2,Solar Refrigerators and Freezers,No,
KD-165-R2,Refrigerators,No,
KD-165-R2,Temperature Monitoring Devices,Yes,Yes
KD-165-R2,Cold Boxes (6L),Yes,Yes
KD-165-R2,GioStyle (4L),No,
KD-165-R2,Rush (3L),No,
KD-165-R2,Ice Packs,Yes,Yes
KD-165-R3,Solar Refrigerators and Freezers,No,
KD-165-R3,Refrigerators,No,
KD-165-R3,Temperature Monitoring Devices,Yes,Yes
KD-165-R3,Cold Boxes (6L),Yes,Yes
KD-165-R3,GioStyle (4L),No,
KD-165-R3,Rush (3L),No,
KD-165-R3,Ice Packs,Yes,Yes
KD-165-R4,Solar Refrigerators and Freezers,No,
KD-165-R4,Refrigerators,No,
KD-165-R4,Temperature Monitoring Devices,Yes,Yes
KD-165-R4,Cold Boxes (6L),Yes,Yes
KD-165-R4,GioStyle (4L),No,
KD-165-R4,Rush (3L),No,
KD-165-R4,Ice Packs,Yes,Yes
KD-165-R5,Solar Refrigerators and Freezers,No,
KD-165-R5,Refrigerators,No,
KD-165-R5,Temperature Monitoring Devices,Yes,Yes
KD-165-R5,Cold Boxes (6L),Yes,Yes
KD-165-R5,GioStyle (4L),No,
KD-165-R5,Rush (3L),No,
KD-165-R5,Ice Packs,Yes,Yes
KD-165-R6,Solar Refrigerators and Freezers,No,
KD-165-R6,Refrigerators,No,
KD-165-R6,Temperature Monitoring Devices,Yes,Yes
KD-165-R6,Cold Boxes (6L),Yes,No
KD-165-R6,GioStyle (4L),No,
KD-165-R6,Rush (3L),No,
KD-165-R6,Ice Packs,Yes,No
KD-166-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-166-R1,Refrigerators,Yes,Yes
KD-166-R1,Temperature Monitoring Devices,Yes,Yes
KD-166-R1,Cold Boxes (6L),Yes,Yes
KD-166-R1,GioStyle (4L),Yes,Yes
KD-166-R1,Rush (3L),No,
KD-166-R1,Ice Packs,Yes,Yes
KD-166-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-166-R2,Refrigerators,Yes,Yes
KD-166-R2,Temperature Monitoring Devices,Yes,Yes
KD-166-R2,Cold Boxes (6L),Yes,Yes
KD-166-R2,GioStyle (4L),Yes,Yes
KD-166-R2,Rush (3L),No,
KD-166-R2,Ice Packs,Yes,Yes
KD-166-R3,Solar Refrigerators and Freezers,Yes,No
KD-166-R3,Refrigerators,Yes,Yes
KD-166-R3,Temperature Monitoring Devices,Yes,Yes
KD-166-R3,Cold Boxes (6L),Yes,Yes
KD-166-R3,GioStyle (4L),Yes,Yes
KD-166-R3,Rush (3L),No,
KD-166-R3,Ice Packs,Yes,Yes
KD-166-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-166-R4,Refrigerators,Yes,Yes
KD-166-R4,Temperature Monitoring Devices,Yes,Yes
KD-166-R4,Cold Boxes (6L),Yes,Yes
KD-166-R4,GioStyle (4L),Yes,Yes
KD-166-R4,Rush (3L),No,
KD-166-R4,Ice Packs,Yes,Yes
KD-166-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-166-R5,Refrigerators,Yes,Yes
KD-166-R5,Temperature Monitoring Devices,Yes,Yes
KD-166-R5,Cold Boxes (6L),Yes,Yes
KD-166-R5,GioStyle (4L),Yes,No
KD-166-R5,Rush (3L),No,
KD-166-R5,Ice Packs,Yes,Yes
KD-166-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-166-R6,Refrigerators,Yes,Yes
KD-166-R6,Temperature Monitoring Devices,Yes,Yes
KD-166-R6,Cold Boxes (6L),Yes,No
KD-166-R6,GioStyle (4L),Yes,Yes
KD-166-R6,Rush (3L),No,
KD-166-R6,Ice Packs,Yes,No
KD-167-R1,Solar Refrigerators and Freezers,No,
KD-167-R1,Refrigerators,No,
KD-167-R1,Temperature Monitoring Devices,No,
KD-167-R1,Cold Boxes (6L),No,
KD-167-R1,GioStyle (4L),No,
KD-167-R1,Rush (3L),No,
