visit_id,cadre,reason,staff_count
KD-132-R2,CHEW,Workshop and Training,1
KD-132-R2,JCHEW,Transportation Problems,1
KD-132-R3,Nurse/Midwife,Long Distance to Workplace,1
KD-132-R3,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-132-R3,Nurse/Midwife,Family Responsibilities,1
KD-132-R3,CHEW,Meetings,1
KD-132-R3,JCHEW,Family Responsibilities,1
KD-132-R3,JCHEW,Dissatisfaction with Salary and Benefits,1
KD-132-R4,Nurse/Midwife,Family Responsibilities,1
KD-132-R4,Nurse/Midwife,Shift,1
KD-132-R4,CHO,Workshop and Training,1
KD-132-R4,CHO,Poor Health Facility Infrastructure,1
KD-132-R4,CHEW,Personal Health Issues,1
KD-132-R4,JCHEW,Dissatisfaction with Salary and Benefits,1
KD-132-R4,Environmental Health Officer,Weddings,1
KD-132-R5,JCHEW,Family Responsibilities,1
KD-132-R5,Pharmacy Technician,Meetings,1
KD-132-R6,CHO,Workshop and Training,1
KD-132-R6,CHEW,Meetings,1
KD-132-R6,JCHEW,Policy and Governance Issues,1
KD-132-R6,JCHEW,Shift,1
KD-132-R6,Pharmacy Technician,Weddings,1
KD-133-R1,JCHEW,Shift,1
KD-133-R2,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-133-R2,JCHEW,Poor Health Facility Infrastructure,1
KD-133-R4,CHEW,Workshop and Training,1
KD-133-R4,JCHEW,Long Distance to Workplace,1
KD-133-R6,JCHEW,Transportation Problems,1
KD-134-R1,Nurse/Midwife,Meetings,1
KD-134-R1,CHO,Personal Health Issues,1
KD-134-R1,CHEW,"Leave (Study, Annual, Maternity, etc.)",2
KD-134-R1,CHEW,Shift,1
KD-134-R1,CHEW,Personal Health Issues,1
KD-134-R1,Medical Lab Technician,Meetings,1
KD-134-R2,Nurse/Midwife,Transportation Problems,1
KD-134-R2,CHEW,Workshop and Training,1
KD-134-R2,JCHEW,High Workload and Stress,1
KD-134-R2,Medical Lab Technician,Personal Health Issues,1
KD-134-R3,CHEW,Transportation Problems,1
KD-134-R3,CHEW,Funeral,1
KD-134-R3,JCHEW,Workshop and Training,1
KD-134-R3,JCHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-134-R3,Medical Lab Technician,Workshop and Training,1
KD-134-R4,Nurse/Midwife,Family Responsibilities,2
KD-134-R4,Nurse/Midwife,Personal Health Issues,1
KD-134-R4,Nurse/Midwife,Weddings,1
KD-134-R4,CHO,Access to Salary,1
KD-134-R4,CHO,Workshop and Training,1
KD-134-R4,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-134-R4,CHEW,High Workload and Stress,1
KD-134-R4,JCHEW,Dissatisfaction with Salary and Benefits,2
KD-134-R5,Nurse/Midwife,Long Distance to Workplace,1
KD-134-R5,CHEW,Shift,1
KD-134-R5,JCHEW,Personal Health Issues,1
KD-134-R6,Nurse/Midwife,Family Responsibilities,1
KD-134-R6,Nurse/Midwife,Transportation Problems,1
KD-134-R6,JCHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-135-R1,Nurse/Midwife,Long Distance to Workplace,1
KD-135-R1,Nurse/Midwife,High Workload and Stress,1
KD-135-R1,CHO,"Leave (Study, Annual, Maternity, etc.)",1
KD-135-R1,CHEW,Long Distance to Workplace,1
KD-135-R1,JCHEW,Access to Salary,1
KD-135-R1,Medical Lab Technician,Shift,1
KD-135-R1,Pharmacy Technician,Access to Salary,1
KD-135-R3,Nurse/Midwife,Meetings,1
KD-135-R3,CHEW,Personal Health Issues,1
KD-135-R3,CHEW,Dissatisfaction with Salary and Benefits,1
KD-135-R4,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-135-R4,CHO,Funeral,1
KD-135-R4,CHO,Access to Salary,1
KD-135-R5,Nurse/Midwife,Personal Health Issues,1
KD-135-R5,CHO,Workshop and Training,1
KD-135-R5,Medical Lab Technician,Workshop and Training,1
KD-135-R6,Nurse/Midwife,Funeral,1
KD-135-R6,CHO,Shift,1
KD-135-R6,CHEW,Unrest,1
KD-135-R6,CHEW,Shift,1
KD-135-R6,Medical Lab Technician,Weddings,1
KD-136-R1,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-136-R1,CHO,"Leave (Study, Annual, Maternity, etc.)",1
KD-136-R1,JCHEW,Personal Health Issues,1
KD-136-R1,JCHEW,Shift,1
KD-136-R4,CHO,Workplace Conflict,1
KD-136-R4,JCHEW,Long Distance to Workplace,1
KD-136-R4,JCHEW,Workshop and Training,1
KD-136-R4,Medical Records Officer,Meetings,1
KD-136-R5,Nurse/Midwife,Funeral,1
KD-137-R1,Medical Officer,"Leave (Study, Annual, Maternity, etc.)",1
KD-137-R1,Nurse/Midwife,Family Responsibilities,1
KD-137-R1,CHEW,Long Distance to Workplace,1
KD-137-R1,Pharmacy Technician,Shift,1
KD-137-R2,Nurse/Midwife,Poor Health Facility Infrastructure,1
KD-137-R2,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-137-R2,CHEW,Transportation Problems,1
KD-137-R2,CHEW,Family Responsibilities,1
KD-137-R2,Environmental Health Officer,Lack of Professional Development Opportunities,1
KD-137-R2,Environmental Health Officer,Transportation Problems,1
KD-137-R3,Medical Records Officer,Workplace Conflict,1
KD-137-R3,Environmental Health Officer,Shift,1
KD-137-R4,Nurse/Midwife,Workshop and Training,1
KD-137-R4,CHO,Personal Health Issues,1
KD-137-R4,CHEW,Funeral,1
KD-137-R4,CHEW,Shift,1
KD-137-R4,Medical Records Officer,Personal Health Issues,1
KD-137-R4,Pharmacy Technician,Dissatisfaction with Salary and Benefits,1
KD-137-R5,Medical Officer,Long Distance to Workplace,1
KD-137-R5,Nurse/Midwife,Personal Health Issues,1
KD-137-R5,CHO,Personal Health Issues,1
KD-137-R5,CHEW,Shift,1
KD-137-R5,CHEW,Family Responsibilities,1
KD-137-R5,CHEW,Lack of Professional Development Opportunities,1
KD-137-R5,Medical Records Officer,Funeral,1
KD-137-R5,Environmental Health Officer,Shift,1
KD-137-R6,CHEW,Personal Health Issues,1
KD-138-R2,Nurse/Midwife,Dissatisfaction with Job,1
KD-138-R2,Medical Lab Technician,Long Distance to Workplace,1
KD-138-R3,Nurse/Midwife,Policy and Governance Issues,1
KD-138-R3,Nurse/Midwife,Dissatisfaction with Salary and Benefits,1
KD-138-R3,CHEW,Family Responsibilities,1
KD-138-R3,JCHEW,Shift,1
KD-138-R4,CHEW,"Leave (Study, Annual, Maternity, etc.)",2
KD-138-R4,CHEW,Access to Salary,1
KD-138-R4,JCHEW,Personal Health Issues,1
KD-138-R4,Medical Lab Technician,Shift,1
KD-138-R6,Nurse/Midwife,Workshop and Training,1
KD-138-R6,Nurse/Midwife,Access to Salary,1
KD-138-R6,Pharmacy Technician,Shift,1
KD-139-R2,CHEW,Shift,1
KD-139-R2,CHEW,Transportation Problems,1
KD-139-R4,CHEW,Weddings,1
KD-139-R5,CHEW,Access to Salary,1
KD-140-R2,CHEW,Meetings,1
KD-140-R2,CHEW,Weddings,1
KD-140-R2,JCHEW,Crime,1
KD-140-R3,CHEW,Family Responsibilities,1
KD-140-R3,JCHEW,Funeral,1
KD-140-R4,Nurse/Midwife,Dissatisfaction with Salary and Benefits,1
KD-140-R4,CHEW,Access to Salary,2
KD-140-R4,CHEW,Workshop and Training,1
KD-140-R4,JCHEW,Unrest,1
KD-140-R4,Pharmacy Technician,"Leave (Study, Annual, Maternity, etc.)",1
KD-140-R5,CHO,Lack of Professional Development Opportunities,1
KD-140-R5,CHEW,Family Responsibilities,2
KD-140-R6,CHO,Meetings,1
KD-140-R6,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-141-R2,CHEW,Workshop and Training,1
KD-141-R3,Nurse/Midwife,Long Distance to Workplace,1
KD-141-R3,CHEW,Funeral,1
KD-141-R4,Nurse/Midwife,Access to Salary,1
KD-141-R4,CHEW,Personal Health Issues,1
KD-141-R4,CHEW,Workshop and Training,1
KD-141-R5,Nurse/Midwife,Long Distance to Workplace,1
KD-141-R6,Nurse/Midwife,Long Distance to Workplace,1
KD-142-R1,Nurse/Midwife,Unrest,1
KD-142-R1,CHO,Funeral,1
KD-142-R1,Medical Records Officer,Transportation Problems,1
KD-142-R1,Environmental Health Officer,Family Responsibilities,1
KD-142-R1,Environmental Health Officer,Crime,1
KD-142-R2,Nurse/Midwife,Long Distance to Workplace,1
KD-142-R2,CHO,"Leave (Study, Annual, Maternity, etc.)",1
KD-142-R2,CHO,Meetings,1
KD-142-R2,Pharmacy Technician,Workshop and Training,1
KD-142-R2,Environmental Health Officer,Meetings,1
KD-142-R3,Nurse/Midwife,Transportation Problems,1
KD-142-R3,Nurse/Midwife,Funeral,1
KD-142-R3,CHO,Funeral,1
KD-142-R3,CHEW,Family Responsibilities,1
KD-142-R3,CHEW,Access to Salary,1
KD-142-R3,Medical Records Officer,Personal Health Issues,1
KD-142-R3,Environmental Health Officer,Family Responsibilities,1
KD-142-R4,Nurse/Midwife,Workshop and Training,1
KD-142-R4,Nurse/Midwife,Personal Health Issues,1
KD-142-R4,CHO,Workplace Conflict,2
KD-142-R4,CHO,Workshop and Training,1
KD-142-R4,CHEW,Dissatisfaction with Salary and Benefits,1
KD-142-R4,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-142-R4,JCHEW,Shift,1
KD-142-R4,Medical Records Officer,Access to Salary,1
KD-142-R4,Pharmacy Technician,"Leave (Study, Annual, Maternity, etc.)",1
KD-142-R4,Environmental Health Officer,Long Distance to Workplace,1
KD-142-R4,Environmental Health Officer,"Leave (Study, Annual, Maternity, etc.)",1
KD-142-R5,CHO,Shift,1
KD-142-R5,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-142-R5,CHEW,Long Distance to Workplace,1
KD-142-R5,JCHEW,Transportation Problems,2
KD-142-R5,Medical Lab Technician,"Leave (Study, Annual, Maternity, etc.)",1
KD-142-R5,Environmental Health Officer,Access to Salary,1
KD-142-R5,Environmental Health Officer,"Leave (Study, Annual, Maternity, etc.)",1
KD-142-R6,Nurse/Midwife,Family Responsibilities,1
KD-142-R6,CHO,Access to Salary,1
KD-142-R6,CHO,Funeral,1
KD-142-R6,CHO,Long Distance to Workplace,1
KD-142-R6,CHEW,Access to Salary,1
KD-142-R6,JCHEW,Access to Salary,1
KD-142-R6,JCHEW,Shift,1
KD-142-R6,Medical Records Officer,Transportation Problems,1
KD-142-R6,Environmental Health Officer,Weddings,1
KD-142-R6,Environmental Health Officer,Personal Health Issues,1
KD-142-R6,Environmental Health Officer,Transportation Problems,1
KD-143-R1,Nurse/Midwife,Unrest,1
KD-143-R1,JCHEW,Personal Health Issues,1
KD-143-R1,JCHEW,Access to Salary,1
KD-143-R2,Nurse/Midwife,Meetings,1
KD-143-R3,Nurse/Midwife,Workshop and Training,1
KD-143-R4,Nurse/Midwife,Dissatisfaction with Job,1
KD-143-R4,CHEW,Dissatisfaction with Salary and Benefits,1
KD-143-R4,JCHEW,Meetings,1
KD-143-R5,JCHEW,Personal Health Issues,1
KD-143-R6,Nurse/Midwife,Transportation Problems,1
KD-143-R6,CHO,Workshop and Training,1
KD-143-R6,CHEW,Access to Salary,1
KD-143-R6,JCHEW,Access to Salary,1
KD-143-R6,JCHEW,Long Distance to Workplace,1
KD-144-R1,Nurse/Midwife,Access to Salary,1
KD-144-R1,CHO,"Leave (Study, Annual, Maternity, etc.)",2
KD-144-R1,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-144-R2,CHO,Transportation Problems,1
KD-144-R3,CHO,Family Responsibilities,1
KD-144-R3,CHO,Shift,1
KD-144-R3,CHO,"Leave (Study, Annual, Maternity, etc.)",1
KD-144-R3,CHEW,Family Responsibilities,1
KD-144-R3,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-144-R3,JCHEW,Workplace Conflict,1
KD-144-R4,Nurse/Midwife,Access to Salary,1
KD-144-R4,CHO,Workshop and Training,1
KD-144-R4,CHO,Dissatisfaction with Salary and Benefits,1
KD-144-R4,CHEW,Shift,1
KD-144-R4,CHEW,Dissatisfaction with Job,1
KD-144-R4,CHEW,Dissatisfaction with Salary and Benefits,1
KD-144-R4,JCHEW,Workshop and Training,1
KD-144-R4,Pharmacy Technician,Long Distance to Workplace,1
KD-144-R5,Nurse/Midwife,Access to Salary,1
KD-144-R5,CHO,High Workload and Stress,1
KD-144-R5,CHO,Shift,1
KD-144-R5,CHEW,Personal Health Issues,1
KD-144-R5,CHEW,Family Responsibilities,1
KD-144-R6,CHO,"Leave (Study, Annual, Maternity, etc.)",1
KD-144-R6,CHEW,Long Distance to Workplace,1
KD-144-R6,CHEW,Shift,1
KD-145-R3,Nurse/Midwife,Long Distance to Workplace,1
KD-145-R3,Nurse/Midwife,Family Responsibilities,1
KD-145-R4,Nurse/Midwife,Crime,1
KD-145-R4,CHEW,Long Distance to Workplace,1
KD-145-R6,Medical Officer,Long Distance to Workplace,1
KD-145-R6,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-145-R6,CHEW,Shift,1
KD-145-R6,Pharmacy Technician,Access to Salary,1
KD-145-R6,Environmental Health Officer,Unrest,1
KD-146-R1,CHEW,Personal Health Issues,1
KD-146-R1,CHEW,Access to Salary,1
KD-146-R1,JCHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-146-R2,Nurse/Midwife,Dissatisfaction with Salary and Benefits,1
KD-146-R3,Nurse/Midwife,Unrest,1
KD-146-R3,CHO,"Leave (Study, Annual, Maternity, etc.)",1
KD-146-R3,CHEW,Access to Salary,1
KD-146-R3,JCHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-146-R4,CHO,Shift,1
KD-146-R4,CHEW,Funeral,1
KD-146-R4,JCHEW,Unrest,1
KD-146-R5,Nurse/Midwife,High Workload and Stress,1
KD-146-R5,CHO,Family Responsibilities,1
KD-146-R5,CHEW,Personal Health Issues,1
KD-146-R6,Nurse/Midwife,Meetings,1
KD-146-R6,Medical Lab Technician,Dissatisfaction with Job,1
KD-147-R1,Medical Officer,Shift,1
KD-147-R1,Medical Officer,Policy and Governance Issues,1
KD-147-R1,Medical Officer,"Leave (Study, Annual, Maternity, etc.)",1
KD-147-R1,Nurse/Midwife,Transportation Problems,2
KD-147-R1,Nurse/Midwife,Meetings,2
KD-147-R1,Nurse/Midwife,Dissatisfaction with Salary and Benefits,1
KD-147-R1,Nurse/Midwife,Family Responsibilities,1
KD-147-R1,Nurse/Midwife,Personal Health Issues,1
KD-147-R1,Nurse/Midwife,Policy and Governance Issues,1
KD-147-R1,CHO,Workplace Conflict,1
KD-147-R1,CHEW,Transportation Problems,2
KD-147-R1,CHEW,Family Responsibilities,1
KD-147-R1,CHEW,Long Distance to Workplace,1
KD-147-R1,CHEW,Dissatisfaction with Job,1
KD-147-R1,JCHEW,Weddings,2
KD-147-R1,JCHEW,Transportation Problems,1
KD-147-R1,Medical Lab Technician,"Leave (Study, Annual, Maternity, etc.)",1
KD-147-R1,Medical Lab Technician,Dissatisfaction with Salary and Benefits,1
KD-147-R1,Medical Records Officer,Personal Health Issues,1
KD-147-R2,Medical Officer,Policy and Governance Issues,1
KD-147-R2,Medical Officer,Shift,1
KD-147-R2,Nurse/Midwife,Access to Salary,1
KD-147-R2,JCHEW,Workshop and Training,1
KD-147-R2,Medical Lab Technician,Meetings,1
KD-147-R2,Medical Lab Technician,Policy and Governance Issues,1
KD-147-R2,Medical Records Officer,Dissatisfaction with Salary and Benefits,1
KD-147-R2,Medical Records Officer,Crime,1
KD-147-R3,Medical Officer,Workshop and Training,1
KD-147-R3,Nurse/Midwife,Workplace Conflict,1
KD-147-R3,Nurse/Midwife,Workshop and Training,1
KD-147-R3,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-147-R3,Nurse/Midwife,High Workload and Stress,1
KD-147-R3,CHO,Meetings,1
KD-147-R3,CHEW,Transportation Problems,1
KD-147-R3,JCHEW,Transportation Problems,1
KD-147-R3,Medical Lab Technician,"Leave (Study, Annual, Maternity, etc.)",1
KD-147-R3,Medical Lab Technician,Transportation Problems,1
KD-147-R3,Medical Records Officer,Meetings,1
KD-147-R4,Medical Officer,Funeral,1
KD-147-R4,Medical Officer,Shift,1
KD-147-R4,Nurse/Midwife,Meetings,2
KD-147-R4,Nurse/Midwife,Funeral,1
KD-147-R4,Nurse/Midwife,Family Responsibilities,1
KD-147-R4,Nurse/Midwife,Poor Health Facility Infrastructure,1
KD-147-R4,Nurse/Midwife,Shift,1
KD-147-R4,Nurse/Midwife,Workshop and Training,1
KD-147-R4,Nurse/Midwife,Personal Health Issues,1
KD-147-R4,Nurse/Midwife,Long Distance to Workplace,1
KD-147-R4,CHEW,Dissatisfaction with Job,1
KD-147-R4,CHEW,Poor Health Facility Infrastructure,1
KD-147-R4,CHEW,Workplace Conflict,1
KD-147-R4,Medical Lab Technician,Access to Salary,1
KD-147-R4,Medical Lab Technician,Dissatisfaction with Job,1
KD-147-R4,Medical Lab Technician,Long Distance to Workplace,1
KD-147-R4,Medical Records Officer,Workshop and Training,1
KD-147-R4,Medical Records Officer,Personal Health Issues,1
KD-147-R4,Pharmacy Technician,"Leave (Study, Annual, Maternity, etc.)",1
KD-147-R5,Nurse/Midwife,Personal Health Issues,2
KD-147-R5,Nurse/Midwife,Family Responsibilities,1
KD-147-R5,Nurse/Midwife,Shift,1
KD-147-R5,Nurse/Midwife,Long Distance to Workplace,1
KD-147-R5,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-147-R5,Medical Lab Technician,Personal Health Issues,1
KD-147-R5,Pharmacy Technician,Access to Salary,1
KD-147-R6,Medical Officer,Family Responsibilities,1
KD-147-R6,Nurse/Midwife,Family Responsibilities,1
KD-147-R6,Nurse/Midwife,Dissatisfaction with Salary and Benefits,1
KD-147-R6,Nurse/Midwife,Meetings,1
KD-147-R6,JCHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-147-R6,Medical Lab Technician,Shift,1
KD-147-R6,Medical Lab Technician,Dissatisfaction with Job,1
KD-147-R6,Medical Records Officer,Dissatisfaction with Salary and Benefits,1
KD-147-R6,Medical Records Officer,Meetings,1
KD-148-R1,CHEW,Shift,1
KD-148-R1,Environmental Health Officer,Meetings,1
KD-148-R2,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-148-R2,CHEW,Workshop and Training,1
KD-148-R2,Medical Records Officer,Funeral,1
KD-148-R3,CHEW,Access to Salary,1
KD-148-R3,JCHEW,Meetings,1
KD-148-R3,Medical Records Officer,Dissatisfaction with Salary and Benefits,1
KD-148-R4,CHEW,Meetings,1
KD-148-R4,CHEW,Family Responsibilities,1
KD-148-R4,Medical Records Officer,Transportation Problems,1
KD-148-R4,Pharmacy Technician,Family Responsibilities,1
KD-148-R5,CHEW,Access to Salary,2
KD-148-R5,CHEW,Dissatisfaction with Salary and Benefits,1
KD-148-R5,Medical Records Officer,Workplace Conflict,1
KD-148-R5,Medical Records Officer,Meetings,1
KD-148-R5,Environmental Health Officer,Access to Salary,1
KD-148-R6,JCHEW,Workshop and Training,1
KD-148-R6,Pharmacy Technician,Workshop and Training,1
KD-149-R1,Nurse/Midwife,Weddings,1
KD-149-R1,JCHEW,Personal Health Issues,1
KD-149-R1,Pharmacy Technician,Shift,1
KD-149-R2,CHO,"Leave (Study, Annual, Maternity, etc.)",1
KD-149-R3,JCHEW,Dissatisfaction with Job,2
KD-149-R4,JCHEW,Weddings,1
KD-149-R4,Environmental Health Officer,"Leave (Study, Annual, Maternity, etc.)",1
KD-149-R5,CHEW,Meetings,1
KD-149-R5,JCHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-149-R6,Medical Officer,"Leave (Study, Annual, Maternity, etc.)",1
KD-149-R6,Nurse/Midwife,Unrest,1
KD-149-R6,Nurse/Midwife,Personal Health Issues,1
KD-149-R6,JCHEW,Long Distance to Workplace,1
KD-150-R1,Medical Officer,Personal Health Issues,1
KD-150-R1,Nurse/Midwife,Shift,1
KD-150-R1,Nurse/Midwife,Personal Health Issues,1
KD-150-R1,CHEW,Long Distance to Workplace,1
KD-150-R2,CHEW,Long Distance to Workplace,1
KD-150-R3,CHEW,Shift,1
KD-150-R4,Nurse/Midwife,Access to Salary,1
KD-150-R5,CHEW,"Leave (Study, Annual, Maternity, etc.)",2
KD-150-R6,Nurse/Midwife,Workshop and Training,1
KD-150-R6,CHEW,Unrest,1
KD-151-R1,CHEW,Meetings,1
KD-151-R2,JCHEW,High Workload and Stress,1
KD-151-R6,JCHEW,Long Distance to Workplace,1
KD-151-R6,JCHEW,Shift,1
KD-152-R1,JCHEW,Workshop and Training,1
KD-152-R1,JCHEW,Personal Health Issues,1
KD-152-R2,CHO,High Workload and Stress,1
KD-152-R2,CHEW,Long Distance to Workplace,1
KD-152-R2,Pharmacy Technician,Funeral,1
KD-152-R3,Medical Officer,Funeral,1
KD-152-R3,Medical Lab Technician,Access to Salary,1
KD-152-R4,CHO,Access to Salary,1
KD-152-R4,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-152-R5,Medical Lab Technician,Family Responsibilities,1
KD-152-R6,Nurse/Midwife,Dissatisfaction with Salary and Benefits,1
KD-152-R6,Nurse/Midwife,Crime,1
KD-152-R6,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-152-R6,CHEW,Meetings,1
KD-152-R6,JCHEW,Dissatisfaction with Job,1
KD-153-R1,Medical Officer,High Workload and Stress,1
KD-153-R1,Medical Officer,Lack of Professional Development Opportunities,1
KD-153-R1,Medical Officer,Weddings,1
KD-153-R1,Nurse/Midwife,Lack of Professional Development Opportunities,1
KD-153-R1,CHO,Meetings,1
KD-153-R1,CHEW,Transportation Problems,1
KD-153-R1,Medical Lab Technician,Transportation Problems,1
KD-153-R1,Medical Lab Technician,Meetings,1
KD-153-R1,Pharmacy Technician,High Workload and Stress,1
KD-153-R2,Nurse/Midwife,Meetings,2
KD-153-R2,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-153-R2,Nurse/Midwife,Workshop and Training,1
KD-153-R2,Nurse/Midwife,Long Distance to Workplace,1
KD-153-R2,Nurse/Midwife,Poor Health Facility Infrastructure,1
KD-153-R2,CHO,Meetings,1
KD-153-R2,CHEW,Family Responsibilities,1
KD-153-R2,Medical Lab Technician,High Workload and Stress,1
KD-153-R2,Medical Lab Technician,Meetings,1
KD-153-R2,Medical Records Officer,Access to Salary,1
KD-153-R3,Medical Officer,Long Distance to Workplace,1
KD-153-R3,Medical Officer,Personal Health Issues,1
KD-153-R3,Nurse/Midwife,Workshop and Training,2
KD-153-R3,Nurse/Midwife,Transportation Problems,1
KD-153-R3,Nurse/Midwife,Lack of Professional Development Opportunities,1
KD-153-R3,CHO,Dissatisfaction with Job,1
KD-153-R3,Medical Records Officer,Workshop and Training,1
KD-153-R4,Medical Officer,Long Distance to Workplace,1
KD-153-R4,Medical Officer,Access to Salary,1
KD-153-R4,Medical Officer,Workplace Conflict,1
KD-153-R4,Nurse/Midwife,Access to Salary,3
KD-153-R4,Nurse/Midwife,Weddings,1
KD-153-R4,Nurse/Midwife,High Workload and Stress,1
KD-153-R4,Nurse/Midwife,Dissatisfaction with Salary and Benefits,1
KD-153-R4,Nurse/Midwife,Policy and Governance Issues,1
KD-153-R4,Nurse/Midwife,Meetings,1
KD-153-R4,CHO,Dissatisfaction with Job,1
KD-153-R4,CHO,Access to Salary,1
KD-153-R4,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-153-R4,CHEW,Transportation Problems,1
KD-153-R4,JCHEW,Dissatisfaction with Salary and Benefits,1
KD-153-R4,JCHEW,Personal Health Issues,1
KD-153-R4,Medical Lab Technician,High Workload and Stress,1
KD-153-R4,Medical Lab Technician,Shift,1
KD-153-R4,Medical Lab Technician,Workshop and Training,1
KD-153-R4,Pharmacy Technician,Long Distance to Workplace,1
KD-153-R4,Pharmacy Technician,Access to Salary,1
KD-153-R5,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",2
KD-153-R5,Nurse/Midwife,Funeral,1
KD-153-R5,CHEW,Weddings,1
KD-153-R6,Medical Officer,"Leave (Study, Annual, Maternity, etc.)",1
KD-153-R6,Medical Officer,Meetings,1
KD-153-R6,Nurse/Midwife,Access to Salary,1
KD-153-R6,Nurse/Midwife,Personal Health Issues,1
KD-153-R6,Nurse/Midwife,Weddings,1
KD-153-R6,Nurse/Midwife,Family Responsibilities,1
KD-153-R6,CHO,Access to Salary,1
KD-153-R6,Medical Lab Technician,Unrest,1
KD-153-R6,Medical Lab Technician,Transportation Problems,1
KD-153-R6,Medical Records Officer,Personal Health Issues,1
KD-153-R6,Pharmacy Technician,Workshop and Training,1
KD-154-R1,Nurse/Midwife,Shift,1
KD-154-R1,CHEW,Transportation Problems,1
KD-154-R1,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-154-R2,Nurse/Midwife,Transportation Problems,1
KD-154-R2,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-154-R2,JCHEW,Dissatisfaction with Salary and Benefits,1
KD-154-R3,Nurse/Midwife,Dissatisfaction with Salary and Benefits,1
KD-154-R3,CHEW,Long Distance to Workplace,1
KD-154-R3,CHEW,Workshop and Training,1
KD-154-R4,Nurse/Midwife,Personal Health Issues,2
KD-154-R4,CHEW,Dissatisfaction with Salary and Benefits,1
KD-154-R4,CHEW,Workshop and Training,1
KD-154-R4,JCHEW,Crime,1
KD-154-R6,JCHEW,Shift,2
KD-154-R6,JCHEW,Long Distance to Workplace,1
KD-155-R1,CHEW,Funeral,1
KD-155-R1,CHEW,Workshop and Training,1
KD-155-R2,CHO,Transportation Problems,1
KD-155-R2,CHEW,Transportation Problems,1
KD-155-R2,CHEW,Workshop and Training,1
KD-155-R2,Medical Lab Technician,Shift,1
KD-155-R2,Pharmacy Technician,Policy and Governance Issues,1
KD-155-R3,Nurse/Midwife,Dissatisfaction with Salary and Benefits,1
KD-155-R3,CHEW,Unrest,1
KD-155-R3,CHEW,Long Distance to Workplace,1
KD-155-R3,CHEW,Family Responsibilities,1
KD-155-R3,CHEW,Personal Health Issues,1
KD-155-R3,JCHEW,Long Distance to Workplace,1
KD-155-R3,JCHEW,Policy and Governance Issues,1
KD-155-R3,Medical Lab Technician,Access to Salary,1
KD-155-R3,Medical Lab Technician,Family Responsibilities,1
KD-155-R3,Pharmacy Technician,"Leave (Study, Annual, Maternity, etc.)",1
KD-155-R4,Medical Officer,Workshop and Training,1
KD-155-R4,Medical Officer,Shift,1
KD-155-R4,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-155-R4,CHO,Transportation Problems,1
KD-155-R4,CHEW,Workplace Conflict,1
KD-155-R4,CHEW,Shift,1
KD-155-R4,CHEW,Family Responsibilities,1
KD-155-R4,CHEW,Transportation Problems,1
KD-155-R4,CHEW,Meetings,1
KD-155-R4,CHEW,Access to Salary,1
KD-155-R4,CHEW,Lack of Professional Development Opportunities,1
KD-155-R4,JCHEW,Family Responsibilities,1
KD-155-R4,Pharmacy Technician,Workshop and Training,1
KD-155-R5,Medical Officer,"Leave (Study, Annual, Maternity, etc.)",1
KD-155-R5,CHO,"Leave (Study, Annual, Maternity, etc.)",1
KD-155-R5,CHEW,Dissatisfaction with Salary and Benefits,2
KD-155-R5,CHEW,Long Distance to Workplace,1
KD-155-R5,CHEW,Transportation Problems,1
KD-155-R5,CHEW,Dissatisfaction with Job,1
KD-155-R5,JCHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-155-R5,Medical Records Officer,Weddings,1
KD-155-R5,Pharmacy Technician,"Leave (Study, Annual, Maternity, etc.)",1
KD-155-R5,Pharmacy Technician,Poor Health Facility Infrastructure,1
