visit_id,service,offered,dedicated_days,all_planned_sessions_conducted,reason_not_conducted
KD-139-R6,Nutrition,No,,,
KD-139-R6,Antenatal Care,Yes,MTWTF,Yes,
KD-139-R6,Postnatal Care,Yes,Specific days,No,"Facility closed (holiday, strike, renovation)"
KD-139-R6,IMCI,Yes,Specific days,Yes,
KD-139-R6,Malaria,Yes,MTWTFSS,No,"Staff unavailable (leave, redeployment, strike)"
KD-139-R6,Labour and Delivery,Yes,Specific days,Yes,
KD-139-R6,Family Planning,Yes,MTWTF,Yes,
KD-140-R1,Immunization,No,,,
KD-140-R1,Nutrition,No,,,
KD-140-R1,Antenatal Care,No,,,
KD-140-R1,Postnatal Care,Yes,MTWTF,Yes,
KD-140-R1,IMCI,Yes,Specific days,Yes,
KD-140-R1,Malaria,Yes,On needs basis,Yes,
KD-140-R1,Labour and Delivery,Yes,Specific days,Yes,
KD-140-R1,Family Planning,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-140-R2,Immunization,No,,,
KD-140-R2,Nutrition,No,,,
KD-140-R2,Antenatal Care,No,,,
KD-140-R2,Postnatal Care,Yes,Specific days,No,"Facility closed (holiday, strike, renovation)"
KD-140-R2,IMCI,Yes,MTWTF,Yes,
KD-140-R2,Malaria,Yes,Specific days,Yes,
KD-140-R2,Labour and Delivery,Yes,On needs basis,Yes,
KD-140-R2,Family Planning,Yes,MTWTF,No,"Attending training, meeting, or other official assignment"
KD-140-R3,Immunization,No,,,
KD-140-R3,Nutrition,No,,,
KD-140-R3,Antenatal Care,No,,,
KD-140-R3,Postnatal Care,Yes,Specific days,Yes,
KD-140-R3,IMCI,Yes,On needs basis,Yes,
KD-140-R3,Malaria,Yes,Specific days,Yes,
KD-140-R3,Labour and Delivery,Yes,MTWTF,Yes,
KD-140-R3,Family Planning,Yes,MTWTFSS,Yes,
KD-140-R4,Immunization,No,,,
KD-140-R4,Nutrition,No,,,
KD-140-R4,Antenatal Care,No,,,
KD-140-R4,Postnatal Care,Yes,Specific days,No,"Attending training, meeting, or other official assignment"
KD-140-R4,IMCI,Yes,MTWTF,Yes,
KD-140-R4,Malaria,Yes,MTWTF,No,"Attending training, meeting, or other official assignment"
KD-140-R4,Labour and Delivery,Yes,MTWTF,Yes,
KD-140-R4,Family Planning,Yes,Specific days,Yes,
KD-140-R5,Immunization,No,,,
KD-140-R5,Nutrition,No,,,
KD-140-R5,Antenatal Care,No,,,
KD-140-R5,Postnatal Care,Yes,MTWTF,Yes,
KD-140-R5,IMCI,Yes,MTWTFSS,Yes,
KD-140-R5,Malaria,Yes,MTWTF,Yes,
KD-140-R5,Labour and Delivery,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-140-R5,Family Planning,Yes,MTWTF,Yes,
KD-140-R6,Immunization,No,,,
KD-140-R6,Nutrition,No,,,
KD-140-R6,Antenatal Care,No,,,
KD-140-R6,Postnatal Care,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-140-R6,IMCI,Yes,MTWTF,Yes,
KD-140-R6,Malaria,Yes,MTWTF,Yes,
KD-140-R6,Labour and Delivery,Yes,Specific days,No,"Attending training, meeting, or other official assignment"
KD-140-R6,Family Planning,Yes,MTWTF,Yes,
KD-141-R1,Immunization,Yes,Specific days,Yes,
KD-141-R1,Nutrition,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-141-R1,Antenatal Care,Yes,MTWTF,Yes,
KD-141-R1,Postnatal Care,Yes,MTWTF,No,Lack of transportation or logistics support
KD-141-R1,IMCI,Yes,On needs basis,No,"Staff unavailable (leave, redeployment, strike)"
KD-141-R1,Malaria,Yes,On needs basis,No,Lack of transportation or logistics support
KD-141-R1,Labour and Delivery,Yes,On needs basis,No,"Security concerns (insecurity, movement restrictions)"
KD-141-R1,Family Planning,Yes,MTWTF,Yes,
KD-141-R2,Immunization,Yes,MTWTF,Yes,
KD-141-R2,Nutrition,Yes,Specific days,Yes,
KD-141-R2,Antenatal Care,Yes,Specific days,Yes,
KD-141-R2,Postnatal Care,Yes,MTWTF,Yes,
KD-141-R2,IMCI,Yes,Specific days,Yes,
KD-141-R2,Malaria,Yes,Specific days,Yes,
KD-141-R2,Labour and Delivery,Yes,Specific days,Yes,
KD-141-R2,Family Planning,Yes,MTWTF,Yes,
KD-141-R3,Immunization,Yes,On needs basis,No,"Staff unavailable (leave, redeployment, strike)"
KD-141-R3,Nutrition,Yes,MTWTFSS,No,"Staff unavailable (leave, redeployment, strike)"
KD-141-R3,Antenatal Care,Yes,MTWTF,Yes,
KD-141-R3,Postnatal Care,Yes,MTWTF,Yes,
KD-141-R3,IMCI,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-141-R3,Malaria,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-141-R3,Labour and Delivery,Yes,On needs basis,No,Lack of transportation or logistics support
KD-141-R3,Family Planning,Yes,MTWTF,Yes,
KD-141-R4,Immunization,Yes,MTWTF,Yes,
KD-141-R4,Nutrition,Yes,On needs basis,Yes,
KD-141-R4,Antenatal Care,Yes,MTWTF,No,Lack of transportation or logistics support
KD-141-R4,Postnatal Care,Yes,On needs basis,Yes,
KD-141-R4,IMCI,Yes,On needs basis,Yes,
KD-141-R4,Malaria,Yes,Specific days,Yes,
KD-141-R4,Labour and Delivery,Yes,Specific days,Yes,
KD-141-R4,Family Planning,Yes,On needs basis,Yes,
KD-141-R5,Immunization,Yes,Specific days,Yes,
KD-141-R5,Nutrition,Yes,MTWTF,Yes,
KD-141-R5,Antenatal Care,Yes,MTWTFSS,Yes,
KD-141-R5,Postnatal Care,Yes,Specific days,Yes,
KD-141-R5,IMCI,Yes,MTWTF,Yes,
KD-141-R5,Malaria,Yes,MTWTF,Yes,
KD-141-R5,Labour and Delivery,Yes,On needs basis,Yes,
KD-141-R5,Family Planning,Yes,Specific days,Yes,
KD-141-R6,Immunization,Yes,On needs basis,Yes,
KD-141-R6,Nutrition,Yes,Specific days,Yes,
KD-141-R6,Antenatal Care,Yes,On needs basis,Yes,
KD-141-R6,Postnatal Care,Yes,MTWTF,Yes,
KD-141-R6,IMCI,Yes,MTWTF,No,Low community turnout / community resistance
KD-141-R6,Malaria,Yes,Specific days,No,"Attending training, meeting, or other official assignment"
KD-141-R6,Labour and Delivery,Yes,MTWTFSS,Yes,
KD-141-R6,Family Planning,Yes,MTWTF,Yes,
KD-142-R1,Immunization,Yes,MTWTFSS,Yes,
KD-142-R1,Nutrition,Yes,Specific days,No,"Facility closed (holiday, strike, renovation)"
KD-142-R1,Antenatal Care,Yes,MTWTFSS,Yes,
KD-142-R1,Postnatal Care,Yes,MTWTF,Yes,
KD-142-R1,IMCI,Yes,MTWTF,No,Weather or environmental conditions
KD-142-R1,Malaria,Yes,MTWTF,Yes,
KD-142-R1,Labour and Delivery,No,,,
KD-142-R1,Family Planning,Yes,MTWTF,Yes,
KD-142-R2,Immunization,Yes,MTWTF,Yes,
KD-142-R2,Nutrition,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-142-R2,Antenatal Care,Yes,MTWTFSS,Yes,
KD-142-R2,Postnatal Care,Yes,Specific days,Yes,
KD-142-R2,IMCI,Yes,MTWTFSS,Yes,
KD-142-R2,Malaria,Yes,Specific days,No,Low community turnout / community resistance
KD-142-R2,Labour and Delivery,No,,,
KD-142-R2,Family Planning,Yes,MTWTF,Yes,
KD-142-R3,Immunization,Yes,Specific days,Yes,
KD-142-R3,Nutrition,Yes,MTWTF,Yes,
KD-142-R3,Antenatal Care,Yes,MTWTF,Yes,
KD-142-R3,Postnatal Care,Yes,MTWTFSS,Yes,
KD-142-R3,IMCI,Yes,MTWTF,Yes,
KD-142-R3,Malaria,Yes,On needs basis,Yes,
KD-142-R3,Labour and Delivery,No,,,
KD-142-R3,Family Planning,Yes,MTWTFSS,Yes,
KD-142-R4,Immunization,Yes,MTWTFSS,Yes,
KD-142-R4,Nutrition,Yes,MTWTF,Yes,
KD-142-R4,Antenatal Care,Yes,Specific days,Yes,
KD-142-R4,Postnatal Care,Yes,MTWTF,Yes,
KD-142-R4,IMCI,Yes,Specific days,Yes,
KD-142-R4,Malaria,Yes,Specific days,Yes,
KD-142-R4,Labour and Delivery,No,,,
KD-142-R4,Family Planning,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-142-R5,Immunization,Yes,MTWTF,No,Vaccine stock-out
KD-142-R5,Nutrition,Yes,MTWTF,No,Vaccine stock-out
KD-142-R5,Antenatal Care,Yes,Specific days,Yes,
KD-142-R5,Postnatal Care,Yes,MTWTFSS,Yes,
KD-142-R5,IMCI,Yes,MTWTF,Yes,
KD-142-R5,Malaria,Yes,MTWTFSS,No,Low community turnout / community resistance
KD-142-R5,Labour and Delivery,No,,,
KD-142-R5,Family Planning,Yes,Specific days,Yes,
KD-142-R6,Immunization,Yes,On needs basis,Yes,
KD-142-R6,Nutrition,Yes,MTWTFSS,Yes,
KD-142-R6,Antenatal Care,Yes,MTWTF,Yes,
KD-142-R6,Postnatal Care,Yes,Specific days,No,Lack of transportation or logistics support
KD-142-R6,IMCI,Yes,MTWTF,Yes,
KD-142-R6,Malaria,Yes,MTWTFSS,Yes,
KD-142-R6,Labour and Delivery,No,,,
KD-142-R6,Family Planning,Yes,MTWTF,Yes,
KD-143-R1,Immunization,Yes,MTWTF,Yes,
KD-143-R1,Nutrition,Yes,Specific days,Yes,
KD-143-R1,Antenatal Care,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-143-R1,Postnatal Care,Yes,MTWTFSS,Yes,
KD-143-R1,IMCI,No,,,
KD-143-R1,Malaria,Yes,MTWTFSS,Yes,
KD-143-R1,Labour and Delivery,Yes,MTWTF,Yes,
KD-143-R1,Family Planning,Yes,MTWTF,Yes,
KD-143-R2,Immunization,Yes,MTWTF,Yes,
KD-143-R2,Nutrition,Yes,MTWTFSS,Yes,
KD-143-R2,Antenatal Care,Yes,Specific days,Yes,
KD-143-R2,Postnatal Care,Yes,Specific days,Yes,
KD-143-R2,IMCI,No,,,
KD-143-R2,Malaria,Yes,MTWTF,Yes,
KD-143-R2,Labour and Delivery,Yes,MTWTFSS,Yes,
KD-143-R2,Family Planning,Yes,MTWTF,Yes,
KD-143-R3,Immunization,Yes,MTWTF,Yes,
KD-143-R3,Nutrition,Yes,Specific days,Yes,
KD-143-R3,Antenatal Care,Yes,Specific days,Yes,
KD-143-R3,Postnatal Care,Yes,MTWTFSS,Yes,
KD-143-R3,IMCI,No,,,
KD-143-R3,Malaria,Yes,MTWTFSS,Yes,
KD-143-R3,Labour and Delivery,Yes,MTWTF,Yes,
KD-143-R3,Family Planning,Yes,MTWTFSS,No,Other
KD-143-R4,Immunization,Yes,Specific days,Yes,
KD-143-R4,Nutrition,Yes,MTWTFSS,No,Weather or environmental conditions
KD-143-R4,Antenatal Care,Yes,MTWTF,No,Low community turnout / community resistance
KD-143-R4,Postnatal Care,Yes,Specific days,Yes,
KD-143-R4,IMCI,No,,,
KD-143-R4,Malaria,Yes,MTWTF,Yes,
KD-143-R4,Labour and Delivery,Yes,MTWTFSS,Yes,
KD-143-R4,Family Planning,Yes,Specific days,Yes,
KD-143-R5,Immunization,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-143-R5,Nutrition,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-143-R5,Antenatal Care,Yes,MTWTF,Yes,
KD-143-R5,Postnatal Care,Yes,Specific days,Yes,
KD-143-R5,IMCI,No,,,
KD-143-R5,Malaria,Yes,Specific days,Yes,
KD-143-R5,Labour and Delivery,Yes,Specific days,Yes,
KD-143-R5,Family Planning,Yes,MTWTF,Yes,
KD-143-R6,Immunization,Yes,MTWTFSS,Yes,
KD-143-R6,Nutrition,Yes,Specific days,Yes,
KD-143-R6,Antenatal Care,Yes,Specific days,Yes,
KD-143-R6,Postnatal Care,Yes,Specific days,Yes,
KD-143-R6,IMCI,No,,,
KD-143-R6,Malaria,Yes,MTWTFSS,No,"Staff unavailable (leave, redeployment, strike)"
KD-143-R6,Labour and Delivery,Yes,MTWTF,Yes,
KD-143-R6,Family Planning,Yes,MTWTF,Yes,
KD-144-R1,Immunization,Yes,MTWTF,Yes,
KD-144-R1,Nutrition,Yes,MTWTF,Yes,
KD-144-R1,Antenatal Care,Yes,MTWTF,Yes,
KD-144-R1,Postnatal Care,Yes,Specific days,Yes,
KD-144-R1,IMCI,Yes,MTWTFSS,Yes,
KD-144-R1,Malaria,Yes,Specific days,Yes,
KD-144-R1,Labour and Delivery,Yes,MTWTF,Yes,
KD-144-R1,Family Planning,Yes,MTWTF,Yes,
KD-144-R2,Immunization,Yes,On needs basis,Yes,
KD-144-R2,Nutrition,Yes,MTWTF,No,Other
KD-144-R2,Antenatal Care,Yes,MTWTF,Yes,
KD-144-R2,Postnatal Care,Yes,MTWTF,Yes,
KD-144-R2,IMCI,Yes,MTWTF,Yes,
KD-144-R2,Malaria,Yes,MTWTF,Yes,
KD-144-R2,Labour and Delivery,Yes,MTWTFSS,Yes,
KD-144-R2,Family Planning,Yes,On needs basis,Yes,
KD-144-R3,Immunization,Yes,Specific days,Yes,
KD-144-R3,Nutrition,Yes,Specific days,Yes,
KD-144-R3,Antenatal Care,Yes,On needs basis,Yes,
KD-144-R3,Postnatal Care,Yes,Specific days,Yes,
KD-144-R3,IMCI,Yes,MTWTF,Yes,
KD-144-R3,Malaria,Yes,On needs basis,Yes,
KD-144-R3,Labour and Delivery,Yes,MTWTF,Yes,
KD-144-R3,Family Planning,Yes,MTWTF,Yes,
KD-144-R4,Immunization,Yes,On needs basis,No,Low community turnout / community resistance
KD-144-R4,Nutrition,Yes,Specific days,Yes,
KD-144-R4,Antenatal Care,Yes,Specific days,Yes,
KD-144-R4,Postnatal Care,Yes,On needs basis,Yes,
KD-144-R4,IMCI,Yes,Specific days,Yes,
KD-144-R4,Malaria,Yes,MTWTF,No,Lack of transportation or logistics support
KD-144-R4,Labour and Delivery,Yes,MTWTF,Yes,
KD-144-R4,Family Planning,Yes,MTWTF,No,"Facility closed (holiday, strike, renovation)"
KD-144-R5,Immunization,Yes,Specific days,No,"Attending training, meeting, or other official assignment"
KD-144-R5,Nutrition,Yes,On needs basis,Yes,
KD-144-R5,Antenatal Care,Yes,Specific days,Yes,
KD-144-R5,Postnatal Care,Yes,MTWTF,No,"Facility closed (holiday, strike, renovation)"
KD-144-R5,IMCI,Yes,MTWTF,Yes,
KD-144-R5,Malaria,Yes,Specific days,Yes,
KD-144-R5,Labour and Delivery,Yes,MTWTF,Yes,
KD-144-R5,Family Planning,Yes,MTWTF,Yes,
KD-144-R6,Immunization,Yes,On needs basis,Yes,
KD-144-R6,Nutrition,Yes,On needs basis,Yes,
KD-144-R6,Antenatal Care,Yes,MTWTF,Yes,
KD-144-R6,Postnatal Care,Yes,Specific days,Yes,
KD-144-R6,IMCI,Yes,On needs basis,Yes,
KD-144-R6,Malaria,Yes,On needs basis,Yes,
KD-144-R6,Labour and Delivery,Yes,Specific days,Yes,
KD-144-R6,Family Planning,Yes,Specific days,Yes,
KD-145-R1,Immunization,Yes,MTWTF,Yes,
KD-145-R1,Nutrition,Yes,Specific days,Yes,
KD-145-R1,Antenatal Care,Yes,MTWTFSS,No,"Attending training, meeting, or other official assignment"
KD-145-R1,Postnatal Care,Yes,Specific days,Yes,
KD-145-R1,IMCI,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-145-R1,Malaria,Yes,Specific days,Yes,
KD-145-R1,Labour and Delivery,No,,,
KD-145-R1,Family Planning,Yes,MTWTF,Yes,
KD-145-R2,Immunization,Yes,On needs basis,Yes,
KD-145-R2,Nutrition,Yes,Specific days,Yes,
KD-145-R2,Antenatal Care,Yes,On needs basis,Yes,
KD-145-R2,Postnatal Care,Yes,MTWTF,Yes,
KD-145-R2,IMCI,Yes,On needs basis,Yes,
KD-145-R2,Malaria,Yes,Specific days,Yes,
KD-145-R2,Labour and Delivery,No,,,
KD-145-R2,Family Planning,Yes,MTWTF,Yes,
KD-145-R3,Immunization,Yes,Specific days,Yes,
KD-145-R3,Nutrition,Yes,MTWTF,Yes,
KD-145-R3,Antenatal Care,Yes,MTWTF,Yes,
KD-145-R3,Postnatal Care,Yes,MTWTF,Yes,
KD-145-R3,IMCI,Yes,Specific days,Yes,
KD-145-R3,Malaria,Yes,On needs basis,Yes,
KD-145-R3,Labour and Delivery,No,,,
KD-145-R3,Family Planning,Yes,MTWTF,Yes,
KD-145-R4,Immunization,Yes,On needs basis,Yes,
KD-145-R4,Nutrition,Yes,MTWTF,Yes,
KD-145-R4,Antenatal Care,Yes,On needs basis,Yes,
KD-145-R4,Postnatal Care,Yes,MTWTF,Yes,
KD-145-R4,IMCI,Yes,Specific days,Yes,
KD-145-R4,Malaria,Yes,MTWTF,Yes,
KD-145-R4,Labour and Delivery,No,,,
KD-145-R4,Family Planning,Yes,MTWTF,Yes,
KD-145-R5,Immunization,Yes,On needs basis,Yes,
KD-145-R5,Nutrition,Yes,MTWTF,Yes,
KD-145-R5,Antenatal Care,Yes,Specific days,Yes,
KD-145-R5,Postnatal Care,Yes,MTWTFSS,No,"Staff unavailable (leave, redeployment, strike)"
KD-145-R5,IMCI,Yes,Specific days,Yes,
KD-145-R5,Malaria,Yes,MTWTF,Yes,
KD-145-R5,Labour and Delivery,No,,,
KD-145-R5,Family Planning,Yes,MTWTF,Yes,
KD-145-R6,Immunization,Yes,Specific days,Yes,
KD-145-R6,Nutrition,Yes,MTWTF,Yes,
KD-145-R6,Antenatal Care,Yes,MTWTFSS,No,"Staff unavailable (leave, redeployment, strike)"
KD-145-R6,Postnatal Care,Yes,MTWTF,Yes,
KD-145-R6,IMCI,Yes,On needs basis,Yes,
KD-145-R6,Malaria,Yes,MTWTF,Yes,
KD-145-R6,Labour and Delivery,No,,,
KD-145-R6,Family Planning,Yes,On needs basis,No,"Staff unavailable (leave, redeployment, strike)"
KD-146-R1,Immunization,Yes,MTWTF,Yes,
KD-146-R1,Nutrition,Yes,MTWTF,Yes,
KD-146-R1,Antenatal Care,Yes,Specific days,Yes,
KD-146-R1,Postnatal Care,Yes,MTWTF,Yes,
KD-146-R1,IMCI,Yes,MTWTF,No,"Facility closed (holiday, strike, renovation)"
KD-146-R1,Malaria,Yes,Specific days,Yes,
KD-146-R1,Labour and Delivery,Yes,MTWTF,Yes,
KD-146-R1,Family Planning,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-146-R2,Immunization,Yes,MTWTFSS,Yes,
KD-146-R2,Nutrition,Yes,MTWTF,Yes,
KD-146-R2,Antenatal Care,Yes,Specific days,No,"Facility closed (holiday, strike, renovation)"
KD-146-R2,Postnatal Care,Yes,Specific days,Yes,
KD-146-R2,IMCI,Yes,Specific days,No,"Facility closed (holiday, strike, renovation)"
KD-146-R2,Malaria,Yes,Specific days,Yes,
KD-146-R2,Labour and Delivery,Yes,On needs basis,Yes,
KD-146-R2,Family Planning,Yes,Specific days,Yes,
KD-146-R3,Immunization,Yes,Specific days,No,Cold chain equipment failure
KD-146-R3,Nutrition,Yes,MTWTF,No,"Facility closed (holiday, strike, renovation)"
KD-146-R3,Antenatal Care,Yes,MTWTF,Yes,
KD-146-R3,Postnatal Care,Yes,Specific days,No,"Attending training, meeting, or other official assignment"
KD-146-R3,IMCI,Yes,MTWTF,Yes,
KD-146-R3,Malaria,Yes,MTWTF,No,"Attending training, meeting, or other official assignment"
KD-146-R3,Labour and Delivery,Yes,MTWTF,Yes,
KD-146-R3,Family Planning,Yes,Specific days,Yes,
KD-146-R4,Immunization,Yes,Specific days,Yes,
KD-146-R4,Nutrition,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-146-R4,Antenatal Care,Yes,On needs basis,No,Weather or environmental conditions
KD-146-R4,Postnatal Care,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-146-R4,IMCI,Yes,Specific days,Yes,
KD-146-R4,Malaria,Yes,On needs basis,Yes,
KD-146-R4,Labour and Delivery,Yes,Specific days,Yes,
KD-146-R4,Family Planning,Yes,On needs basis,Yes,
KD-146-R5,Immunization,Yes,Specific days,Yes,
KD-146-R5,Nutrition,Yes,MTWTF,No,"Security concerns (insecurity, movement restrictions)"
KD-146-R5,Antenatal Care,Yes,On needs basis,Yes,
KD-146-R5,Postnatal Care,Yes,On needs basis,Yes,
KD-146-R5,IMCI,Yes,On needs basis,Yes,
KD-146-R5,Malaria,Yes,MTWTF,Yes,
KD-146-R5,Labour and Delivery,Yes,On needs basis,No,Low community turnout / community resistance
KD-146-R5,Family Planning,Yes,MTWTF,Yes,
KD-146-R6,Immunization,Yes,On needs basis,Yes,
KD-146-R6,Nutrition,Yes,MTWTFSS,Yes,
KD-146-R6,Antenatal Care,Yes,On needs basis,Yes,
KD-146-R6,Postnatal Care,Yes,Specific days,Yes,
KD-146-R6,IMCI,Yes,Specific days,Yes,
KD-146-R6,Malaria,Yes,On needs basis,Yes,
KD-146-R6,Labour and Delivery,Yes,On needs basis,Yes,
KD-146-R6,Family Planning,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-147-R1,Immunization,No,,,
KD-147-R1,Nutrition,Yes,Specific days,Yes,
KD-147-R1,Antenatal Care,Yes,Specific days,No,Vaccine stock-out
KD-147-R1,Postnatal Care,Yes,Specific days,Yes,
KD-147-R1,IMCI,Yes,On needs basis,No,Weather or environmental conditions
KD-147-R1,Malaria,Yes,MTWTF,Yes,
KD-147-R1,Labour and Delivery,No,,,
KD-147-R1,Family Planning,Yes,MTWTF,Yes,
KD-147-R2,Immunization,No,,,
KD-147-R2,Nutrition,Yes,MTWTF,Yes,
KD-147-R2,Antenatal Care,Yes,Specific days,Yes,
KD-147-R2,Postnatal Care,Yes,Specific days,Yes,
KD-147-R2,IMCI,Yes,Specific days,Yes,
KD-147-R2,Malaria,Yes,MTWTF,Yes,
KD-147-R2,Labour and Delivery,No,,,
KD-147-R2,Family Planning,Yes,On needs basis,Yes,
KD-147-R3,Immunization,No,,,
KD-147-R3,Nutrition,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-147-R3,Antenatal Care,Yes,MTWTFSS,Yes,
KD-147-R3,Postnatal Care,Yes,MTWTF,Yes,
KD-147-R3,IMCI,Yes,MTWTF,Yes,
KD-147-R3,Malaria,Yes,Specific days,Yes,
KD-147-R3,Labour and Delivery,No,,,
KD-147-R3,Family Planning,Yes,Specific days,Yes,
KD-147-R4,Immunization,No,,,
KD-147-R4,Nutrition,Yes,MTWTF,Yes,
KD-147-R4,Antenatal Care,Yes,MTWTF,Yes,
KD-147-R4,Postnatal Care,Yes,On needs basis,No,"Staff unavailable (leave, redeployment, strike)"
KD-147-R4,IMCI,Yes,MTWTF,Yes,
KD-147-R4,Malaria,Yes,On needs basis,Yes,
KD-147-R4,Labour and Delivery,No,,,
KD-147-R4,Family Planning,Yes,On needs basis,No,"Attending training, meeting, or other official assignment"
KD-147-R5,Immunization,No,,,
KD-147-R5,Nutrition,Yes,On needs basis,No,"Facility closed (holiday, strike, renovation)"
KD-147-R5,Antenatal Care,Yes,MTWTF,Yes,
KD-147-R5,Postnatal Care,Yes,MTWTF,Yes,
KD-147-R5,IMCI,Yes,Specific days,Yes,
KD-147-R5,Malaria,Yes,MTWTF,Yes,
KD-147-R5,Labour and Delivery,No,,,
KD-147-R5,Family Planning,Yes,Specific days,Yes,
KD-147-R6,Immunization,No,,,
KD-147-R6,Nutrition,Yes,Specific days,Yes,
KD-147-R6,Antenatal Care,Yes,On needs basis,Yes,
KD-147-R6,Postnatal Care,Yes,On needs basis,Yes,
KD-147-R6,IMCI,Yes,Specific days,Yes,
KD-147-R6,Malaria,Yes,On needs basis,Yes,
KD-147-R6,Labour and Delivery,No,,,
KD-147-R6,Family Planning,Yes,Specific days,Yes,
KD-148-R1,Immunization,Yes,Specific days,Yes,
KD-148-R1,Nutrition,Yes,MTWTF,Yes,
KD-148-R1,Antenatal Care,Yes,On needs basis,Yes,
KD-148-R1,Postnatal Care,Yes,MTWTFSS,No,"Staff unavailable (leave, redeployment, strike)"
KD-148-R1,IMCI,Yes,MTWTF,Yes,
KD-148-R1,Malaria,Yes,Specific days,Yes,
KD-148-R1,Labour and Delivery,Yes,On needs basis,No,"Attending training, meeting, or other official assignment"
KD-148-R1,Family Planning,Yes,MTWTF,Yes,
KD-148-R2,Immunization,Yes,Specific days,Yes,
KD-148-R2,Nutrition,Yes,On needs basis,Yes,
KD-148-R2,Antenatal Care,Yes,Specific days,Yes,
KD-148-R2,Postnatal Care,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-148-R2,IMCI,Yes,Specific days,Yes,
KD-148-R2,Malaria,Yes,On needs basis,No,"Facility closed (holiday, strike, renovation)"
KD-148-R2,Labour and Delivery,Yes,MTWTF,Yes,
KD-148-R2,Family Planning,Yes,On needs basis,Yes,
KD-148-R3,Immunization,Yes,Specific days,Yes,
KD-148-R3,Nutrition,Yes,Specific days,Yes,
KD-148-R3,Antenatal Care,Yes,Specific days,Yes,
KD-148-R3,Postnatal Care,Yes,MTWTF,Yes,
KD-148-R3,IMCI,Yes,MTWTF,Yes,
KD-148-R3,Malaria,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-148-R3,Labour and Delivery,Yes,Specific days,Yes,
KD-148-R3,Family Planning,Yes,On needs basis,Yes,
KD-148-R4,Immunization,Yes,On needs basis,Yes,
KD-148-R4,Nutrition,Yes,Specific days,Yes,
KD-148-R4,Antenatal Care,Yes,Specific days,Yes,
KD-148-R4,Postnatal Care,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-148-R4,IMCI,Yes,Specific days,No,Low community turnout / community resistance
KD-148-R4,Malaria,Yes,Specific days,Yes,
KD-148-R4,Labour and Delivery,Yes,On needs basis,Yes,
KD-148-R4,Family Planning,Yes,Specific days,Yes,
KD-148-R5,Immunization,Yes,On needs basis,Yes,
KD-148-R5,Nutrition,Yes,On needs basis,Yes,
KD-148-R5,Antenatal Care,Yes,Specific days,Yes,
KD-148-R5,Postnatal Care,Yes,On needs basis,Yes,
KD-148-R5,IMCI,Yes,MTWTF,No,Low community turnout / community resistance
KD-148-R5,Malaria,Yes,Specific days,Yes,
KD-148-R5,Labour and Delivery,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-148-R5,Family Planning,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-148-R6,Immunization,Yes,Specific days,Yes,
KD-148-R6,Nutrition,Yes,MTWTFSS,Yes,
KD-148-R6,Antenatal Care,Yes,MTWTFSS,Yes,
KD-148-R6,Postnatal Care,Yes,Specific days,No,Low community turnout / community resistance
KD-148-R6,IMCI,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-148-R6,Malaria,Yes,Specific days,Yes,
KD-148-R6,Labour and Delivery,Yes,Specific days,Yes,
KD-148-R6,Family Planning,Yes,MTWTFSS,Yes,
KD-149-R1,Immunization,No,,,
KD-149-R1,Nutrition,No,,,
KD-149-R1,Antenatal Care,Yes,Specific days,Yes,
KD-149-R1,Postnatal Care,Yes,MTWTF,Yes,
KD-149-R1,IMCI,Yes,Specific days,Yes,
KD-149-R1,Malaria,Yes,Specific days,Yes,
KD-149-R1,Labour and Delivery,Yes,MTWTF,Yes,
KD-149-R1,Family Planning,Yes,Specific days,Yes,
KD-149-R2,Immunization,No,,,
KD-149-R2,Nutrition,No,,,
KD-149-R2,Antenatal Care,Yes,Specific days,No,"Attending training, meeting, or other official assignment"
KD-149-R2,Postnatal Care,Yes,Specific days,Yes,
